#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0008284	Positive regulation of cell population proliferation	15	945	0.88	2.28e-07	9606.ENSP00000233809,9606.ENSP00000257290,9606.ENSP00000261023,9606.ENSP00000263923,9606.ENSP00000267101,9606.ENSP00000275493,9606.ENSP00000296695,9606.ENSP00000301873,9606.ENSP00000311697,9606.ENSP00000327513,9606.ENSP00000351905,9606.ENSP00000376197,9606.ENSP00000379097,9606.ENSP00000404131,9606.ENSP00000495951	IGFBP2,PDGFRA,ITGAV,KDR,ERBB3,EGFR,SPINK1,LTBP3,FGF5,CSF1,TGFBR2,TFRC,AREG,TGFA,KITLG
GO:0048523	Negative regulation of cellular process	29	4736	0.47	2.46e-07	9606.ENSP00000052754,9606.ENSP00000221992,9606.ENSP00000233809,9606.ENSP00000252809,9606.ENSP00000257290,9606.ENSP00000261023,9606.ENSP00000263923,9606.ENSP00000267101,9606.ENSP00000275493,9606.ENSP00000287814,9606.ENSP00000293379,9606.ENSP00000296695,9606.ENSP00000301873,9606.ENSP00000317272,9606.ENSP00000327513,9606.ENSP00000339328,9606.ENSP00000351209,9606.ENSP00000351905,9606.ENSP00000361818,9606.ENSP00000364711,9606.ENSP00000370473,9606.ENSP00000373489,9606.ENSP00000376197,9606.ENSP00000378517,9606.ENSP00000379097,9606.ENSP00000404131,9606.ENSP00000454071,9606.ENSP00000495951,9606.ENSP00000499459	DCN,CEACAM5,IGFBP2,GDF15,PDGFRA,ITGAV,KDR,ERBB3,EGFR,TIMP4,ITGA5,SPINK1,LTBP3,MET,CSF1,PLAUR,EPHA2,TGFBR2,SDC4,OGN,IGFBP3,KRT18,TFRC,SPP1,AREG,TGFA,LDLR,KITLG,IL19
GO:0023051	Regulation of signaling	25	3367	0.55	2.49e-07	9606.ENSP00000052754,9606.ENSP00000224784,9606.ENSP00000233809,9606.ENSP00000252809,9606.ENSP00000257290,9606.ENSP00000261023,9606.ENSP00000263923,9606.ENSP00000267101,9606.ENSP00000275493,9606.ENSP00000293379,9606.ENSP00000296695,9606.ENSP00000317272,9606.ENSP00000327513,9606.ENSP00000339328,9606.ENSP00000351209,9606.ENSP00000351905,9606.ENSP00000360120,9606.ENSP00000370473,9606.ENSP00000376197,9606.ENSP00000378517,9606.ENSP00000379097,9606.ENSP00000404131,9606.ENSP00000454071,9606.ENSP00000495951,9606.ENSP00000499459	DCN,ACTA2,IGFBP2,GDF15,PDGFRA,ITGAV,KDR,ERBB3,EGFR,ITGA5,SPINK1,MET,CSF1,PLAUR,EPHA2,TGFBR2,ROR1,IGFBP3,TFRC,SPP1,AREG,TGFA,LDLR,KITLG,IL19
GO:0035239	Tube morphogenesis	13	669	0.97	3.72e-07	9606.ENSP00000257290,9606.ENSP00000261023,9606.ENSP00000263923,9606.ENSP00000275493,9606.ENSP00000293379,9606.ENSP00000317272,9606.ENSP00000327513,9606.ENSP00000351209,9606.ENSP00000351905,9606.ENSP00000361818,9606.ENSP00000379097,9606.ENSP00000404131,9606.ENSP00000454071	PDGFRA,ITGAV,KDR,EGFR,ITGA5,MET,CSF1,EPHA2,TGFBR2,SDC4,AREG,TGFA,LDLR
GO:0032502	Developmental process	31	5657	0.42	3.92e-07	9606.ENSP00000052754,9606.ENSP00000224784,9606.ENSP00000233809,9606.ENSP00000257290,9606.ENSP00000261023,9606.ENSP00000261590,9606.ENSP00000263923,9606.ENSP00000267101,9606.ENSP00000275493,9606.ENSP00000280362,9606.ENSP00000287814,9606.ENSP00000293379,9606.ENSP00000296695,9606.ENSP00000301873,9606.ENSP00000311697,9606.ENSP00000317272,9606.ENSP00000327513,9606.ENSP00000351209,9606.ENSP00000351905,9606.ENSP00000355124,9606.ENSP00000360120,9606.ENSP00000361818,9606.ENSP00000364711,9606.ENSP00000370473,9606.ENSP00000373489,9606.ENSP00000376197,9606.ENSP00000378517,9606.ENSP00000379097,9606.ENSP00000404131,9606.ENSP00000454071,9606.ENSP00000495951	DCN,ACTA2,IGFBP2,PDGFRA,ITGAV,DSG2,KDR,ERBB3,EGFR,PTS,TIMP4,ITGA5,SPINK1,LTBP3,FGF5,MET,CSF1,EPHA2,TGFBR2,KRT19,ROR1,SDC4,OGN,IGFBP3,KRT18,TFRC,SPP1,AREG,TGFA,LDLR,KITLG
GO:0048519	Negative regulation of biological process	30	5313	0.43	5.30e-07	9606.ENSP00000052754,9606.ENSP00000221992,9606.ENSP00000233809,9606.ENSP00000243924,9606.ENSP00000252809,9606.ENSP00000257290,9606.ENSP00000261023,9606.ENSP00000263923,9606.ENSP00000267101,9606.ENSP00000275493,9606.ENSP00000287814,9606.ENSP00000293379,9606.ENSP00000296695,9606.ENSP00000301873,9606.ENSP00000317272,9606.ENSP00000327513,9606.ENSP00000339328,9606.ENSP00000351209,9606.ENSP00000351905,9606.ENSP00000361818,9606.ENSP00000364711,9606.ENSP00000370473,9606.ENSP00000373489,9606.ENSP00000376197,9606.ENSP00000378517,9606.ENSP00000379097,9606.ENSP00000404131,9606.ENSP00000454071,9606.ENSP00000495951,9606.ENSP00000499459	DCN,CEACAM5,IGFBP2,PI3,GDF15,PDGFRA,ITGAV,KDR,ERBB3,EGFR,TIMP4,ITGA5,SPINK1,LTBP3,MET,CSF1,PLAUR,EPHA2,TGFBR2,SDC4,OGN,IGFBP3,KRT18,TFRC,SPP1,AREG,TGFA,LDLR,KITLG,IL19
GO:0048731	System development	26	3867	0.51	5.90e-07	9606.ENSP00000224784,9606.ENSP00000257290,9606.ENSP00000261023,9606.ENSP00000261590,9606.ENSP00000263923,9606.ENSP00000267101,9606.ENSP00000275493,9606.ENSP00000280362,9606.ENSP00000287814,9606.ENSP00000293379,9606.ENSP00000301873,9606.ENSP00000311697,9606.ENSP00000317272,9606.ENSP00000327513,9606.ENSP00000351209,9606.ENSP00000351905,9606.ENSP00000355124,9606.ENSP00000360120,9606.ENSP00000361818,9606.ENSP00000364711,9606.ENSP00000376197,9606.ENSP00000378517,9606.ENSP00000379097,9606.ENSP00000404131,9606.ENSP00000454071,9606.ENSP00000495951	ACTA2,PDGFRA,ITGAV,DSG2,KDR,ERBB3,EGFR,PTS,TIMP4,ITGA5,LTBP3,FGF5,MET,CSF1,EPHA2,TGFBR2,KRT19,ROR1,SDC4,OGN,TFRC,SPP1,AREG,TGFA,LDLR,KITLG
GO:0035295	Tube development	14	880	0.88	7.37e-07	9606.ENSP00000257290,9606.ENSP00000261023,9606.ENSP00000263923,9606.ENSP00000275493,9606.ENSP00000293379,9606.ENSP00000301873,9606.ENSP00000317272,9606.ENSP00000327513,9606.ENSP00000351209,9606.ENSP00000351905,9606.ENSP00000361818,9606.ENSP00000379097,9606.ENSP00000404131,9606.ENSP00000454071	PDGFRA,ITGAV,KDR,EGFR,ITGA5,LTBP3,MET,CSF1,EPHA2,TGFBR2,SDC4,AREG,TGFA,LDLR
GO:0042127	Regulation of cell population proliferation	18	1669	0.71	7.46e-07	9606.ENSP00000233809,9606.ENSP00000257290,9606.ENSP00000261023,9606.ENSP00000263923,9606.ENSP00000267101,9606.ENSP00000275493,9606.ENSP00000296695,9606.ENSP00000301873,9606.ENSP00000311697,9606.ENSP00000327513,9606.ENSP00000351905,9606.ENSP00000361818,9606.ENSP00000364711,9606.ENSP00000370473,9606.ENSP00000376197,9606.ENSP00000379097,9606.ENSP00000404131,9606.ENSP00000495951	IGFBP2,PDGFRA,ITGAV,KDR,ERBB3,EGFR,SPINK1,LTBP3,FGF5,CSF1,TGFBR2,SDC4,OGN,IGFBP3,TFRC,AREG,TGFA,KITLG
GO:0009966	Regulation of signal transduction	23	2978	0.57	7.77e-07	9606.ENSP00000052754,9606.ENSP00000224784,9606.ENSP00000233809,9606.ENSP00000252809,9606.ENSP00000257290,9606.ENSP00000261023,9606.ENSP00000263923,9606.ENSP00000267101,9606.ENSP00000275493,9606.ENSP00000293379,9606.ENSP00000296695,9606.ENSP00000317272,9606.ENSP00000327513,9606.ENSP00000339328,9606.ENSP00000351209,9606.ENSP00000351905,9606.ENSP00000360120,9606.ENSP00000370473,9606.ENSP00000376197,9606.ENSP00000379097,9606.ENSP00000404131,9606.ENSP00000495951,9606.ENSP00000499459	DCN,ACTA2,IGFBP2,GDF15,PDGFRA,ITGAV,KDR,ERBB3,EGFR,ITGA5,SPINK1,MET,CSF1,PLAUR,EPHA2,TGFBR2,ROR1,IGFBP3,TFRC,AREG,TGFA,KITLG,IL19
GO:0023052	Signaling	29	5057	0.44	8.88e-07	9606.ENSP00000233809,9606.ENSP00000252809,9606.ENSP00000257290,9606.ENSP00000261023,9606.ENSP00000261590,9606.ENSP00000263923,9606.ENSP00000267101,9606.ENSP00000275493,9606.ENSP00000287814,9606.ENSP00000293379,9606.ENSP00000296695,9606.ENSP00000301873,9606.ENSP00000311697,9606.ENSP00000317272,9606.ENSP00000327513,9606.ENSP00000339328,9606.ENSP00000351209,9606.ENSP00000351905,9606.ENSP00000355124,9606.ENSP00000360120,9606.ENSP00000364711,9606.ENSP00000370473,9606.ENSP00000373489,9606.ENSP00000376197,9606.ENSP00000378517,9606.ENSP00000379097,9606.ENSP00000404131,9606.ENSP00000495951,9606.ENSP00000499459	IGFBP2,GDF15,PDGFRA,ITGAV,DSG2,KDR,ERBB3,EGFR,TIMP4,ITGA5,SPINK1,LTBP3,FGF5,MET,CSF1,PLAUR,EPHA2,TGFBR2,KRT19,ROR1,OGN,IGFBP3,KRT18,TFRC,SPP1,AREG,TGFA,KITLG,IL19
GO:0007165	Signal transduction	28	4714	0.46	1.06e-06	9606.ENSP00000233809,9606.ENSP00000252809,9606.ENSP00000257290,9606.ENSP00000261023,9606.ENSP00000263923,9606.ENSP00000267101,9606.ENSP00000275493,9606.ENSP00000287814,9606.ENSP00000293379,9606.ENSP00000296695,9606.ENSP00000301873,9606.ENSP00000311697,9606.ENSP00000317272,9606.ENSP00000327513,9606.ENSP00000339328,9606.ENSP00000351209,9606.ENSP00000351905,9606.ENSP00000355124,9606.ENSP00000360120,9606.ENSP00000364711,9606.ENSP00000370473,9606.ENSP00000373489,9606.ENSP00000376197,9606.ENSP00000378517,9606.ENSP00000379097,9606.ENSP00000404131,9606.ENSP00000495951,9606.ENSP00000499459	IGFBP2,GDF15,PDGFRA,ITGAV,KDR,ERBB3,EGFR,TIMP4,ITGA5,SPINK1,LTBP3,FGF5,MET,CSF1,PLAUR,EPHA2,TGFBR2,KRT19,ROR1,OGN,IGFBP3,KRT18,TFRC,SPP1,AREG,TGFA,KITLG,IL19
GO:0010646	Regulation of cell communication	24	3355	0.54	1.13e-06	9606.ENSP00000052754,9606.ENSP00000224784,9606.ENSP00000233809,9606.ENSP00000252809,9606.ENSP00000257290,9606.ENSP00000261023,9606.ENSP00000263923,9606.ENSP00000267101,9606.ENSP00000275493,9606.ENSP00000293379,9606.ENSP00000296695,9606.ENSP00000317272,9606.ENSP00000327513,9606.ENSP00000339328,9606.ENSP00000351209,9606.ENSP00000351905,9606.ENSP00000360120,9606.ENSP00000370473,9606.ENSP00000376197,9606.ENSP00000378517,9606.ENSP00000379097,9606.ENSP00000404131,9606.ENSP00000495951,9606.ENSP00000499459	DCN,ACTA2,IGFBP2,GDF15,PDGFRA,ITGAV,KDR,ERBB3,EGFR,ITGA5,SPINK1,MET,CSF1,PLAUR,EPHA2,TGFBR2,ROR1,IGFBP3,TFRC,SPP1,AREG,TGFA,KITLG,IL19
GO:0048856	Anatomical structure development	29	5117	0.44	1.13e-06	9606.ENSP00000052754,9606.ENSP00000224784,9606.ENSP00000257290,9606.ENSP00000261023,9606.ENSP00000261590,9606.ENSP00000263923,9606.ENSP00000267101,9606.ENSP00000275493,9606.ENSP00000280362,9606.ENSP00000287814,9606.ENSP00000293379,9606.ENSP00000296695,9606.ENSP00000301873,9606.ENSP00000311697,9606.ENSP00000317272,9606.ENSP00000327513,9606.ENSP00000351209,9606.ENSP00000351905,9606.ENSP00000355124,9606.ENSP00000360120,9606.ENSP00000361818,9606.ENSP00000364711,9606.ENSP00000373489,9606.ENSP00000376197,9606.ENSP00000378517,9606.ENSP00000379097,9606.ENSP00000404131,9606.ENSP00000454071,9606.ENSP00000495951	DCN,ACTA2,PDGFRA,ITGAV,DSG2,KDR,ERBB3,EGFR,PTS,TIMP4,ITGA5,SPINK1,LTBP3,FGF5,MET,CSF1,EPHA2,TGFBR2,KRT19,ROR1,SDC4,OGN,KRT18,TFRC,SPP1,AREG,TGFA,LDLR,KITLG
GO:0007154	Cell communication	29	5165	0.43	1.35e-06	9606.ENSP00000233809,9606.ENSP00000252809,9606.ENSP00000257290,9606.ENSP00000261023,9606.ENSP00000261590,9606.ENSP00000263923,9606.ENSP00000267101,9606.ENSP00000275493,9606.ENSP00000287814,9606.ENSP00000293379,9606.ENSP00000296695,9606.ENSP00000301873,9606.ENSP00000311697,9606.ENSP00000317272,9606.ENSP00000327513,9606.ENSP00000339328,9606.ENSP00000351209,9606.ENSP00000351905,9606.ENSP00000355124,9606.ENSP00000360120,9606.ENSP00000364711,9606.ENSP00000370473,9606.ENSP00000373489,9606.ENSP00000376197,9606.ENSP00000378517,9606.ENSP00000379097,9606.ENSP00000404131,9606.ENSP00000495951,9606.ENSP00000499459	IGFBP2,GDF15,PDGFRA,ITGAV,DSG2,KDR,ERBB3,EGFR,TIMP4,ITGA5,SPINK1,LTBP3,FGF5,MET,CSF1,PLAUR,EPHA2,TGFBR2,KRT19,ROR1,OGN,IGFBP3,KRT18,TFRC,SPP1,AREG,TGFA,KITLG,IL19
GO:0032501	Multicellular organismal process	32	6490	0.37	1.60e-06	9606.ENSP00000224784,9606.ENSP00000233809,9606.ENSP00000243924,9606.ENSP00000252809,9606.ENSP00000257290,9606.ENSP00000261023,9606.ENSP00000261590,9606.ENSP00000263923,9606.ENSP00000267101,9606.ENSP00000275493,9606.ENSP00000280362,9606.ENSP00000287814,9606.ENSP00000293379,9606.ENSP00000296695,9606.ENSP00000301873,9606.ENSP00000311697,9606.ENSP00000317272,9606.ENSP00000327513,9606.ENSP00000339328,9606.ENSP00000351209,9606.ENSP00000351905,9606.ENSP00000355124,9606.ENSP00000360120,9606.ENSP00000361818,9606.ENSP00000364711,9606.ENSP00000370473,9606.ENSP00000376197,9606.ENSP00000378517,9606.ENSP00000379097,9606.ENSP00000404131,9606.ENSP00000454071,9606.ENSP00000495951	ACTA2,IGFBP2,PI3,GDF15,PDGFRA,ITGAV,DSG2,KDR,ERBB3,EGFR,PTS,TIMP4,ITGA5,SPINK1,LTBP3,FGF5,MET,CSF1,PLAUR,EPHA2,TGFBR2,KRT19,ROR1,SDC4,OGN,IGFBP3,TFRC,SPP1,AREG,TGFA,LDLR,KITLG
GO:0051246	Regulation of protein metabolic process	21	2622	0.59	2.81e-06	9606.ENSP00000236671,9606.ENSP00000243924,9606.ENSP00000252809,9606.ENSP00000261023,9606.ENSP00000263923,9606.ENSP00000267101,9606.ENSP00000275493,9606.ENSP00000287814,9606.ENSP00000293379,9606.ENSP00000296695,9606.ENSP00000311697,9606.ENSP00000327513,9606.ENSP00000339328,9606.ENSP00000351905,9606.ENSP00000361818,9606.ENSP00000370473,9606.ENSP00000376197,9606.ENSP00000379097,9606.ENSP00000404131,9606.ENSP00000454071,9606.ENSP00000495951	CTSD,PI3,GDF15,ITGAV,KDR,ERBB3,EGFR,TIMP4,ITGA5,SPINK1,FGF5,CSF1,PLAUR,TGFBR2,SDC4,IGFBP3,TFRC,AREG,TGFA,LDLR,KITLG
