#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0048518	Positive regulation of biological process	39	6207	0.43	1.47e-10	9606.ENSP00000006053,9606.ENSP00000009530,9606.ENSP00000188790,9606.ENSP00000217386,9606.ENSP00000220809,9606.ENSP00000221515,9606.ENSP00000233954,9606.ENSP00000236826,9606.ENSP00000253408,9606.ENSP00000255409,9606.ENSP00000256104,9606.ENSP00000256759,9606.ENSP00000269593,9606.ENSP00000294728,9606.ENSP00000295408,9606.ENSP00000295927,9606.ENSP00000296545,9606.ENSP00000299855,9606.ENSP00000312652,9606.ENSP00000353731,9606.ENSP00000354901,9606.ENSP00000355718,9606.ENSP00000361850,9606.ENSP00000363773,9606.ENSP00000365651,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000380421,9606.ENSP00000380855,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000418009,9606.ENSP00000431775,9606.ENSP00000436607,9606.ENSP00000469613,9606.ENSP00000483552,9606.ENSP00000487363,9606.ENSP00000496959	CX3CL1,CD74,FAP,OXT,PLAT,RETN,IL1RL1,MMP8,GFAP,CHI3L1,FABP4,FST,IGFBP4,VCAM1,MERTK,PTX3,IL15,MMP3,LEP,DPP4,CXCL9,DLL1,PLAU,C1QA,NPPB,IL2RA,IL4R,IL15RA,PDCD1LG2,TNFSF11,IL6,IL1R1,RARRES2,IL32,ADM,FLT3LG,FURIN,HAVCR1,ITGAM
GO:0023052	Signaling	36	5057	0.48	1.54e-10	9606.ENSP00000006053,9606.ENSP00000009530,9606.ENSP00000217386,9606.ENSP00000220809,9606.ENSP00000221515,9606.ENSP00000233954,9606.ENSP00000244241,9606.ENSP00000255409,9606.ENSP00000256759,9606.ENSP00000269593,9606.ENSP00000272190,9606.ENSP00000280904,9606.ENSP00000294728,9606.ENSP00000295408,9606.ENSP00000296545,9606.ENSP00000297350,9606.ENSP00000312652,9606.ENSP00000353731,9606.ENSP00000354901,9606.ENSP00000355718,9606.ENSP00000361850,9606.ENSP00000363773,9606.ENSP00000365651,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000380421,9606.ENSP00000380855,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000418009,9606.ENSP00000431775,9606.ENSP00000436607,9606.ENSP00000469613,9606.ENSP00000483552,9606.ENSP00000496959	CX3CL1,CD74,OXT,PLAT,RETN,IL1RL1,IL17C,CHI3L1,FST,IGFBP4,REN,DSC2,VCAM1,MERTK,IL15,TNFRSF11B,LEP,DPP4,CXCL9,DLL1,PLAU,C1QA,NPPB,IL2RA,IL4R,IL15RA,PDCD1LG2,TNFSF11,IL6,IL1R1,RARRES2,IL32,ADM,FLT3LG,FURIN,ITGAM
GO:0010033	Response to organic substance	28	2692	0.65	1.62e-10	9606.ENSP00000006053,9606.ENSP00000009530,9606.ENSP00000217386,9606.ENSP00000220809,9606.ENSP00000221515,9606.ENSP00000233954,9606.ENSP00000255409,9606.ENSP00000256104,9606.ENSP00000256759,9606.ENSP00000272190,9606.ENSP00000294728,9606.ENSP00000296545,9606.ENSP00000297350,9606.ENSP00000299855,9606.ENSP00000312652,9606.ENSP00000354901,9606.ENSP00000360687,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000380421,9606.ENSP00000380855,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000418009,9606.ENSP00000434717,9606.ENSP00000436607,9606.ENSP00000483552	CX3CL1,CD74,OXT,PLAT,RETN,IL1RL1,CHI3L1,FABP4,FST,REN,VCAM1,IL15,TNFRSF11B,MMP3,LEP,CXCL9,PTGDS,IL2RA,IL4R,IL15RA,PDCD1LG2,TNFSF11,IL6,IL1R1,RARRES2,IL18BP,ADM,FURIN
GO:0007154	Cell communication	36	5165	0.47	2.68e-10	9606.ENSP00000006053,9606.ENSP00000009530,9606.ENSP00000217386,9606.ENSP00000220809,9606.ENSP00000221515,9606.ENSP00000233954,9606.ENSP00000244241,9606.ENSP00000255409,9606.ENSP00000256759,9606.ENSP00000269593,9606.ENSP00000272190,9606.ENSP00000280904,9606.ENSP00000294728,9606.ENSP00000295408,9606.ENSP00000296545,9606.ENSP00000297350,9606.ENSP00000312652,9606.ENSP00000353731,9606.ENSP00000354901,9606.ENSP00000355718,9606.ENSP00000361850,9606.ENSP00000363773,9606.ENSP00000365651,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000380421,9606.ENSP00000380855,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000418009,9606.ENSP00000431775,9606.ENSP00000436607,9606.ENSP00000469613,9606.ENSP00000483552,9606.ENSP00000496959	CX3CL1,CD74,OXT,PLAT,RETN,IL1RL1,IL17C,CHI3L1,FST,IGFBP4,REN,DSC2,VCAM1,MERTK,IL15,TNFRSF11B,LEP,DPP4,CXCL9,DLL1,PLAU,C1QA,NPPB,IL2RA,IL4R,IL15RA,PDCD1LG2,TNFSF11,IL6,IL1R1,RARRES2,IL32,ADM,FLT3LG,FURIN,ITGAM
GO:0051716	Cellular response to stimulus	39	6357	0.42	2.68e-10	9606.ENSP00000006053,9606.ENSP00000009530,9606.ENSP00000217386,9606.ENSP00000220809,9606.ENSP00000221515,9606.ENSP00000233954,9606.ENSP00000244241,9606.ENSP00000253408,9606.ENSP00000255409,9606.ENSP00000256104,9606.ENSP00000256759,9606.ENSP00000269593,9606.ENSP00000272190,9606.ENSP00000280904,9606.ENSP00000294728,9606.ENSP00000295408,9606.ENSP00000296545,9606.ENSP00000297350,9606.ENSP00000299855,9606.ENSP00000312652,9606.ENSP00000353731,9606.ENSP00000354901,9606.ENSP00000355718,9606.ENSP00000361850,9606.ENSP00000365651,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000380421,9606.ENSP00000380855,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000418009,9606.ENSP00000431775,9606.ENSP00000434717,9606.ENSP00000436607,9606.ENSP00000469613,9606.ENSP00000483552,9606.ENSP00000496959	CX3CL1,CD74,OXT,PLAT,RETN,IL1RL1,IL17C,GFAP,CHI3L1,FABP4,FST,IGFBP4,REN,DSC2,VCAM1,MERTK,IL15,TNFRSF11B,MMP3,LEP,DPP4,CXCL9,DLL1,PLAU,NPPB,IL2RA,IL4R,IL15RA,PDCD1LG2,TNFSF11,IL6,IL1R1,RARRES2,IL32,IL18BP,ADM,FLT3LG,FURIN,ITGAM
GO:0006955	Immune response	21	1321	0.83	3.02e-10	9606.ENSP00000006053,9606.ENSP00000009530,9606.ENSP00000233954,9606.ENSP00000295927,9606.ENSP00000296545,9606.ENSP00000354901,9606.ENSP00000355718,9606.ENSP00000360687,9606.ENSP00000363773,9606.ENSP00000365651,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000380855,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000418009,9606.ENSP00000431775,9606.ENSP00000434717,9606.ENSP00000436607,9606.ENSP00000496959	CX3CL1,CD74,IL1RL1,PTX3,IL15,CXCL9,DLL1,PTGDS,C1QA,NPPB,IL2RA,IL4R,PDCD1LG2,TNFSF11,IL6,IL1R1,RARRES2,IL32,IL18BP,ADM,ITGAM
GO:0006950	Response to stress	30	3358	0.58	4.48e-10	9606.ENSP00000006053,9606.ENSP00000009530,9606.ENSP00000217386,9606.ENSP00000220809,9606.ENSP00000244241,9606.ENSP00000253408,9606.ENSP00000255409,9606.ENSP00000269593,9606.ENSP00000272190,9606.ENSP00000280904,9606.ENSP00000294728,9606.ENSP00000295408,9606.ENSP00000295927,9606.ENSP00000296545,9606.ENSP00000312652,9606.ENSP00000353731,9606.ENSP00000354901,9606.ENSP00000361850,9606.ENSP00000363773,9606.ENSP00000365651,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000418009,9606.ENSP00000431775,9606.ENSP00000434717,9606.ENSP00000436607,9606.ENSP00000496959	CX3CL1,CD74,OXT,PLAT,IL17C,GFAP,CHI3L1,IGFBP4,REN,DSC2,VCAM1,MERTK,PTX3,IL15,LEP,DPP4,CXCL9,PLAU,C1QA,NPPB,IL2RA,IL4R,TNFSF11,IL6,IL1R1,RARRES2,IL32,IL18BP,ADM,ITGAM
GO:0009605	Response to external stimulus	26	2355	0.67	4.48e-10	9606.ENSP00000006053,9606.ENSP00000009530,9606.ENSP00000217386,9606.ENSP00000221515,9606.ENSP00000255409,9606.ENSP00000256104,9606.ENSP00000272190,9606.ENSP00000280904,9606.ENSP00000294728,9606.ENSP00000295927,9606.ENSP00000296545,9606.ENSP00000297350,9606.ENSP00000312652,9606.ENSP00000353731,9606.ENSP00000354901,9606.ENSP00000361850,9606.ENSP00000363773,9606.ENSP00000365651,9606.ENSP00000379111,9606.ENSP00000380855,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000418009,9606.ENSP00000434717,9606.ENSP00000436607,9606.ENSP00000496959	CX3CL1,CD74,OXT,RETN,CHI3L1,FABP4,REN,DSC2,VCAM1,PTX3,IL15,TNFRSF11B,LEP,DPP4,CXCL9,PLAU,C1QA,NPPB,IL4R,PDCD1LG2,TNFSF11,IL6,RARRES2,IL18BP,ADM,ITGAM
GO:0007165	Signal transduction	34	4714	0.49	1.01e-09	9606.ENSP00000006053,9606.ENSP00000009530,9606.ENSP00000217386,9606.ENSP00000220809,9606.ENSP00000221515,9606.ENSP00000233954,9606.ENSP00000244241,9606.ENSP00000255409,9606.ENSP00000256759,9606.ENSP00000269593,9606.ENSP00000272190,9606.ENSP00000294728,9606.ENSP00000295408,9606.ENSP00000296545,9606.ENSP00000297350,9606.ENSP00000312652,9606.ENSP00000353731,9606.ENSP00000354901,9606.ENSP00000355718,9606.ENSP00000361850,9606.ENSP00000365651,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000380421,9606.ENSP00000380855,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000418009,9606.ENSP00000431775,9606.ENSP00000436607,9606.ENSP00000469613,9606.ENSP00000483552,9606.ENSP00000496959	CX3CL1,CD74,OXT,PLAT,RETN,IL1RL1,IL17C,CHI3L1,FST,IGFBP4,REN,VCAM1,MERTK,IL15,TNFRSF11B,LEP,DPP4,CXCL9,DLL1,PLAU,NPPB,IL2RA,IL4R,IL15RA,PDCD1LG2,TNFSF11,IL6,IL1R1,RARRES2,IL32,ADM,FLT3LG,FURIN,ITGAM
GO:0032101	Regulation of response to external stimulus	18	964	0.9	1.59e-09	9606.ENSP00000006053,9606.ENSP00000009530,9606.ENSP00000188790,9606.ENSP00000220809,9606.ENSP00000233954,9606.ENSP00000236826,9606.ENSP00000256104,9606.ENSP00000296545,9606.ENSP00000299855,9606.ENSP00000312652,9606.ENSP00000353731,9606.ENSP00000361850,9606.ENSP00000369293,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000418009,9606.ENSP00000483552	CX3CL1,CD74,FAP,PLAT,IL1RL1,MMP8,FABP4,IL15,MMP3,LEP,DPP4,PLAU,IL2RA,TNFSF11,IL6,IL1R1,RARRES2,FURIN
GO:0001775	Cell activation	16	693	1.0	1.60e-09	9606.ENSP00000006053,9606.ENSP00000009530,9606.ENSP00000220809,9606.ENSP00000294728,9606.ENSP00000295408,9606.ENSP00000296545,9606.ENSP00000312652,9606.ENSP00000353731,9606.ENSP00000355718,9606.ENSP00000360687,9606.ENSP00000363773,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000380421,9606.ENSP00000385675,9606.ENSP00000496959	CX3CL1,CD74,PLAT,VCAM1,MERTK,IL15,LEP,DPP4,DLL1,PTGDS,C1QA,IL2RA,IL4R,IL15RA,IL6,ITGAM
GO:0045321	Leukocyte activation	15	574	1.05	1.60e-09	9606.ENSP00000006053,9606.ENSP00000009530,9606.ENSP00000294728,9606.ENSP00000295408,9606.ENSP00000296545,9606.ENSP00000312652,9606.ENSP00000353731,9606.ENSP00000355718,9606.ENSP00000360687,9606.ENSP00000363773,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000380421,9606.ENSP00000385675,9606.ENSP00000496959	CX3CL1,CD74,VCAM1,MERTK,IL15,LEP,DPP4,DLL1,PTGDS,C1QA,IL2RA,IL4R,IL15RA,IL6,ITGAM
GO:0071345	Cellular response to cytokine stimulus	16	711	0.98	2.15e-09	9606.ENSP00000006053,9606.ENSP00000009530,9606.ENSP00000233954,9606.ENSP00000255409,9606.ENSP00000256104,9606.ENSP00000294728,9606.ENSP00000296545,9606.ENSP00000312652,9606.ENSP00000354901,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000380421,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000434717	CX3CL1,CD74,IL1RL1,CHI3L1,FABP4,VCAM1,IL15,LEP,CXCL9,IL2RA,IL4R,IL15RA,TNFSF11,IL6,IL1R1,IL18BP
GO:0006952	Defense response	20	1394	0.79	6.15e-09	9606.ENSP00000006053,9606.ENSP00000009530,9606.ENSP00000244241,9606.ENSP00000255409,9606.ENSP00000269593,9606.ENSP00000294728,9606.ENSP00000295927,9606.ENSP00000296545,9606.ENSP00000353731,9606.ENSP00000354901,9606.ENSP00000363773,9606.ENSP00000365651,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000418009,9606.ENSP00000431775,9606.ENSP00000436607,9606.ENSP00000496959	CX3CL1,CD74,IL17C,CHI3L1,IGFBP4,VCAM1,PTX3,IL15,DPP4,CXCL9,C1QA,NPPB,IL2RA,IL4R,IL6,IL1R1,RARRES2,IL32,ADM,ITGAM
GO:0007166	Cell surface receptor signaling pathway	23	2040	0.68	1.07e-08	9606.ENSP00000006053,9606.ENSP00000009530,9606.ENSP00000220809,9606.ENSP00000233954,9606.ENSP00000244241,9606.ENSP00000256759,9606.ENSP00000295408,9606.ENSP00000296545,9606.ENSP00000312652,9606.ENSP00000354901,9606.ENSP00000355718,9606.ENSP00000361850,9606.ENSP00000365651,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000380421,9606.ENSP00000380855,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000418009,9606.ENSP00000483552,9606.ENSP00000496959	CX3CL1,CD74,PLAT,IL1RL1,IL17C,FST,MERTK,IL15,LEP,CXCL9,DLL1,PLAU,NPPB,IL2RA,IL4R,IL15RA,PDCD1LG2,TNFSF11,IL6,IL1R1,RARRES2,FURIN,ITGAM
GO:0019221	Cytokine-mediated signaling pathway	12	369	1.14	2.61e-08	9606.ENSP00000006053,9606.ENSP00000009530,9606.ENSP00000233954,9606.ENSP00000296545,9606.ENSP00000312652,9606.ENSP00000354901,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000380421,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000386380	CX3CL1,CD74,IL1RL1,IL15,LEP,CXCL9,IL2RA,IL4R,IL15RA,TNFSF11,IL6,IL1R1
GO:0042221	Response to chemical	30	4010	0.51	3.05e-08	9606.ENSP00000006053,9606.ENSP00000009530,9606.ENSP00000217386,9606.ENSP00000220809,9606.ENSP00000221515,9606.ENSP00000233954,9606.ENSP00000255409,9606.ENSP00000256104,9606.ENSP00000256759,9606.ENSP00000272190,9606.ENSP00000294728,9606.ENSP00000296545,9606.ENSP00000297350,9606.ENSP00000299855,9606.ENSP00000312652,9606.ENSP00000353731,9606.ENSP00000354901,9606.ENSP00000360687,9606.ENSP00000361850,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000380421,9606.ENSP00000380855,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000418009,9606.ENSP00000434717,9606.ENSP00000436607,9606.ENSP00000483552	CX3CL1,CD74,OXT,PLAT,RETN,IL1RL1,CHI3L1,FABP4,FST,REN,VCAM1,IL15,TNFRSF11B,MMP3,LEP,DPP4,CXCL9,PTGDS,PLAU,IL2RA,IL4R,IL15RA,PDCD1LG2,TNFSF11,IL6,IL1R1,RARRES2,IL18BP,ADM,FURIN
GO:0001817	Regulation of cytokine production	15	739	0.94	4.01e-08	9606.ENSP00000006053,9606.ENSP00000009530,9606.ENSP00000233954,9606.ENSP00000236826,9606.ENSP00000255409,9606.ENSP00000295408,9606.ENSP00000296545,9606.ENSP00000312652,9606.ENSP00000355718,9606.ENSP00000379111,9606.ENSP00000380855,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000431775,9606.ENSP00000483552	CX3CL1,CD74,IL1RL1,MMP8,CHI3L1,MERTK,IL15,LEP,DLL1,IL4R,PDCD1LG2,IL6,IL1R1,IL32,FURIN
GO:0050794	Regulation of cellular process	45	11025	0.24	4.82e-08	9606.ENSP00000006053,9606.ENSP00000009530,9606.ENSP00000188790,9606.ENSP00000217386,9606.ENSP00000220809,9606.ENSP00000221515,9606.ENSP00000233954,9606.ENSP00000236826,9606.ENSP00000244241,9606.ENSP00000253408,9606.ENSP00000255409,9606.ENSP00000256104,9606.ENSP00000256759,9606.ENSP00000269593,9606.ENSP00000272190,9606.ENSP00000280904,9606.ENSP00000294728,9606.ENSP00000295408,9606.ENSP00000295927,9606.ENSP00000296545,9606.ENSP00000297350,9606.ENSP00000299855,9606.ENSP00000312652,9606.ENSP00000353731,9606.ENSP00000354901,9606.ENSP00000355718,9606.ENSP00000360687,9606.ENSP00000361850,9606.ENSP00000363773,9606.ENSP00000365651,9606.ENSP00000369293,9606.ENSP00000379111,9606.ENSP00000380421,9606.ENSP00000380855,9606.ENSP00000381775,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000418009,9606.ENSP00000431775,9606.ENSP00000434717,9606.ENSP00000436607,9606.ENSP00000469613,9606.ENSP00000483552,9606.ENSP00000487363,9606.ENSP00000496959	CX3CL1,CD74,FAP,OXT,PLAT,RETN,IL1RL1,MMP8,IL17C,GFAP,CHI3L1,FABP4,FST,IGFBP4,REN,DSC2,VCAM1,MERTK,PTX3,IL15,TNFRSF11B,MMP3,LEP,DPP4,CXCL9,DLL1,PTGDS,PLAU,C1QA,NPPB,IL2RA,IL4R,IL15RA,PDCD1LG2,TNFSF11,IL6,IL1R1,RARRES2,IL32,IL18BP,ADM,FLT3LG,FURIN,HAVCR1,ITGAM
